"","AG","AF","B2","GF","JF","MBF","PB","WE","WA"
"1",0,0,0,0,0,0,0,0,0
"2",0.0013,2e-04,0.0013,7e-04,8e-04,2e-04,0.0015,8e-04,9e-04
"3",1e-04,0,1e-04,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0
"5",1e-04,0,1e-04,0,0,0,0,0,0
"6",1e-04,0,1e-04,0,0,0,0,0,0
"7",1e-04,0,1e-04,0,0,0,0,0,0
"8",4e-04,0,4e-04,3e-04,1e-04,0,1e-04,1e-04,1e-04
"9",8e-04,0,9e-04,5e-04,0,0,1e-04,0,0
"10",2e-04,0,2e-04,1e-04,0,0,0,0,0
"11",0.0023,0,0.0024,9e-04,1e-04,0,1e-04,1e-04,1e-04
"12",0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0
"15",1e-04,0,1e-04,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0
"17",1e-04,0,1e-04,0,0,0,0,0,0
"18",1e-04,0,2e-04,1e-04,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0
"20",3e-04,0,3e-04,1e-04,0,0,0,0,0
"21",2e-04,0,2e-04,1e-04,0,0,0,0,0
"22",0.0012,0,0.0013,5e-04,1e-04,0,2e-04,1e-04,1e-04
"23",0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0
"25",4e-04,0,4e-04,3e-04,0,0,0,0,0
"26",3e-04,0,3e-04,3e-04,0,0,0,0,0
"27",3e-04,0,3e-04,1e-04,0,0,0,0,0
"28",0.0037,0,0.0038,0.0019,1e-04,0,3e-04,1e-04,2e-04
"29",0,0,0,0,0,0,0,0,0
"30",1e-04,0,1e-04,1e-04,0,0,0,0,0
"31",0.0179,2e-04,0.0181,0.0102,0.0062,2e-04,0.0073,0.0062,0.0071
"32",4e-04,0,5e-04,3e-04,1e-04,0,1e-04,1e-04,1e-04
"33",1e-04,0,1e-04,0,0,0,0,0,0
"34",2e-04,0,2e-04,1e-04,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0
"36",7e-04,0,8e-04,4e-04,0,0,1e-04,0,1e-04
"37",0.0025,0,0.0025,0.0013,7e-04,0,0.0013,7e-04,8e-04
"38",0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0
"41",1e-04,0,1e-04,0,0,0,0,0,0
"42",2e-04,0,2e-04,1e-04,0,0,0,0,0
"43",0.0018,0,0.0019,9e-04,1e-04,0,1e-04,1e-04,1e-04
"44",1e-04,0,1e-04,0,0,0,1e-04,0,1e-04
"45",0,0,0,0,0,0,0,0,0
"46",1e-04,0,1e-04,0,0,0,0,0,0
"47",1e-04,0,1e-04,0,0,0,0,0,0
"48",0,0,1e-04,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0
"51",0.001,1e-04,0.001,5e-04,8e-04,1e-04,0.0012,8e-04,9e-04
"52",1e-04,0,1e-04,0,0,0,0,0,0
"53",0,0,0,0,0,0,0,0,0
"54",1e-04,0,1e-04,1e-04,0,0,0,0,0
"55",0.001,0,0.0011,5e-04,1e-04,0,3e-04,1e-04,2e-04
"56",0,0,0,0,0,0,0,0,0
"57",1e-04,0,1e-04,1e-04,0,0,0,0,0
"58",0.0016,0,0.0017,7e-04,1e-04,0,2e-04,1e-04,1e-04
"59",0,0,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0
"61",4e-04,0,4e-04,2e-04,1e-04,0,2e-04,1e-04,1e-04
"62",2e-04,0,2e-04,1e-04,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,0
"64",4e-04,0,4e-04,2e-04,0,0,1e-04,0,0
"65",0.0037,0,0.0038,0.0017,3e-04,0,5e-04,3e-04,3e-04
"66",0.001,0,0.001,6e-04,1e-04,0,3e-04,1e-04,1e-04
"67",0,0,0,0,0,0,0,0,0
"68",9e-04,0,9e-04,4e-04,1e-04,0,2e-04,1e-04,1e-04
"69",0.0012,0,0.0013,6e-04,1e-04,0,3e-04,1e-04,1e-04
"70",0,0,1e-04,0,0,0,1e-04,0,0
"71",3e-04,0,3e-04,2e-04,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0
"73",3e-04,0,3e-04,1e-04,0,0,1e-04,0,0
"74",1e-04,0,1e-04,1e-04,0,0,0,0,0
"75",0.0016,0,0.0016,6e-04,0,0,2e-04,0,1e-04
"76",0,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0
"79",4e-04,0,5e-04,3e-04,0,0,1e-04,0,0
"80",3e-04,0,3e-04,2e-04,0,0,1e-04,0,0
"81",7e-04,0,8e-04,4e-04,1e-04,0,2e-04,1e-04,1e-04
"82",2e-04,0,2e-04,1e-04,0,0,1e-04,0,1e-04
"83",0.0024,0,0.0024,0.0013,4e-04,0,7e-04,4e-04,5e-04
"84",5e-04,0,5e-04,3e-04,0,0,1e-04,0,0
"85",5e-04,0,5e-04,3e-04,0,0,0,0,0
"86",0.0333,2e-04,0.0337,0.0187,0.0084,2e-04,0.0103,0.0084,0.0096
"87",0,0,0,0,0,0,0,0,0
"88",2e-04,0,2e-04,1e-04,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,0
"90",7e-04,0,7e-04,3e-04,1e-04,0,3e-04,1e-04,1e-04
"91",0.0011,0,0.0012,7e-04,0,0,1e-04,0,1e-04
"92",3e-04,0,3e-04,2e-04,0,0,0,0,0
"93",7e-04,0,7e-04,4e-04,0,0,0,0,0
"94",2e-04,0,2e-04,1e-04,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0,0,0
"99",1e-04,0,1e-04,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0
"101",0.009,0,0.0091,0.0049,0.002,0,0.0027,0.002,0.0023
"102",0.0017,0,0.0018,8e-04,1e-04,0,3e-04,1e-04,1e-04
