"","AG","AF","B2","GF","JF","MBF","PB","WE","WA"
"1",0.0492,0.003,0.0491,0.034,0.0648,0.003,0.0719,0.0648,0.0702
"2",0.002,0.0033,0.002,9e-04,0.002,0.0045,0.0049,0.002,0.0023
"3",0.0011,0,0.0011,5e-04,7e-04,0,0.0015,7e-04,8e-04
"4",0,0,0,0,0,0,1e-04,0,0
"5",0.0255,1e-04,0.0256,0.0139,0.0203,1e-04,0.0254,0.0203,0.0225
"6",0.0041,0,0.0042,0.002,0.0026,0,0.0057,0.0026,0.0029
"7",5e-04,0,5e-04,1e-04,1e-04,0,6e-04,1e-04,2e-04
"8",0.2006,0.0088,0.2008,0.1381,0.1617,0.0097,0.1717,0.1617,0.1717
"9",1e-04,0,1e-04,0,1e-04,0,3e-04,1e-04,1e-04
"10",0.601,0.3782,0.6004,0.5375,0.601,0.3941,0.6081,0.601,0.6144
"11",0.0034,0,0.0034,0.0015,0.003,0,0.0062,0.003,0.0034
"12",0.0103,4e-04,0.0102,0.0059,0.0084,5e-04,0.0122,0.0084,0.0094
"13",0.0649,0.0019,0.0648,0.0404,0.0626,0.0019,0.073,0.0626,0.0681
"14",1e-04,0,1e-04,1e-04,0,0,2e-04,0,1e-04
"15",0.0065,1e-04,0.0065,0.0041,0.0079,1e-04,0.0124,0.0079,0.0089
"16",0.0025,0.0106,0.0025,0.0012,0.0035,0.0135,0.0066,0.0035,0.0039
"17",0.0129,0,0.0129,0.0059,0.0059,0,0.0083,0.0059,0.0066
"18",0.0023,0,0.0023,0.001,0.0024,0,0.0053,0.0024,0.0028
"19",0.0027,4e-04,0.0027,0.0018,0.0034,6e-04,0.0065,0.0034,0.0038
"20",0.0167,0,0.0168,0.0085,0.0098,0,0.013,0.0098,0.011
"21",0.0101,0.0036,0.0101,0.0061,0.0134,0.0044,0.0176,0.0134,0.0149
"22",0.0843,0.0063,0.0841,0.0603,0.0846,0.0066,0.095,0.0846,0.091
"23",0.0021,0,0.0021,0.0011,0.0038,0,0.0059,0.0038,0.0043
"24",0,0,0,0,0,0,4e-04,0,0
"25",0.0512,0.0013,0.0514,0.0309,0.0439,0.0014,0.0533,0.0439,0.0479
"26",0.0079,4e-04,0.0079,0.0045,0.013,4e-04,0.0176,0.013,0.0145
"27",0.0197,9e-04,0.0199,0.0104,0.0114,9e-04,0.0153,0.0114,0.0127
"28",0.1061,0.0031,0.1061,0.0699,0.09,0.0032,0.0983,0.09,0.0968
"29",0.0407,0.0018,0.0406,0.0243,0.0374,0.002,0.0443,0.0374,0.0411
"30",0.006,0.0017,0.006,0.003,0.0103,0.0017,0.0154,0.0103,0.0115
"31",0.0542,9e-04,0.0544,0.0326,0.0454,0.001,0.0547,0.0454,0.0496
"32",0.0154,1e-04,0.0154,0.0072,0.0108,1e-04,0.0163,0.0108,0.0121
"33",0.1062,0.0018,0.1064,0.0684,0.0857,0.002,0.0938,0.0857,0.0924
"34",0.0039,0,0.0039,0.0015,0.0015,0,0.003,0.0015,0.0018
"35",2e-04,0,2e-04,1e-04,4e-04,0,0.0012,4e-04,5e-04
"36",0.0032,0,0.0032,0.0017,0.0018,0,0.0041,0.0018,0.0021
"37",0.0017,2e-04,0.0017,0.0011,0.0028,2e-04,0.0049,0.0028,0.0032
"38",0.0028,2e-04,0.0028,0.0012,0.0014,2e-04,0.0034,0.0014,0.0017
